file_name,edge_transcript,time_taken_seconds,original_transcript,wer_edge
1249120_44246595_101823153.wav,I feel pain in my raised shoulder after the tennis match.,6.388773,I feel pain in my right shoulder after the tennis match.,0.09090909090909091
1249120_44246595_105657955.wav,I have a feeling like my whole body is complaining.,2.998167,I have a feeling like my whole body is complaining,0.0
1249120_44246595_107248522.wav,I notice an important decrease in my vision when I try to look at things up close.,3.411189,I noticed an important decrease in my vision when I try to look at things up close.,0.058823529411764705
1249120_44246595_108705425.wav,"I have a foot ache, although I don't walk a lot.",3.129872,I have a foot ache although I don't walk a lot.,0.0
1249120_44246595_76562955.wav,"When I go to stand, my head starts swirling.",3.02099,"When I go to stand, my head starts swirling",0.0
1249120_44246595_77258445.wav,I was playing soccer and I twisted my ankle.,2.887012,I was playing soccer and I twisted my ankle,0.0
1249120_44246595_85567147.wav,"When I get up, I see my skin big.",2.927121,When i get up i see my skin vague,0.1111111111111111
1249120_44246595_86895734.wav,surgical wound infection,2.732583,Surgical wound infections,0.3333333333333333
1249120_44246595_89098147.wav,I don't know why I'm constantly sad.,2.978848,I don't know why I'm constantly sad.,0.0
1249120_44246595_89466082.wav,I often get a stomach ache after I eat. I haven't been able to pinpoint which foods may be the trigger.,3.643178,I often get a stomach ache after I eat.  I haven't been able to pinpoint which foods might be the trigger.,0.047619047619047616
1249120_44246595_89680770.wav,I don't have the energy to do the things that I used to.,3.144412,I don't have the energy to do the things that I used to,0.0
1249120_44246595_92310242.wav,I wake up at night feeling cold.,2.915608,I wake up at night feeling cold,0.0
1249120_44246595_92462780.wav,He was discovered to have an open wound.,2.888639,He was discovered to have an open wound.,0.0
1249120_44246595_94621639.wav,I feel pain inside. I do not know what it is.,3.084435,I feel pain inside I do not know what it is,0.0
1249120_44246595_95208403.wav,I can't stand with this horrible feeling in my stomach.,2.937427,I can't stand with this horrible feeling in my stomach,0.0
1249120_44246595_95437414.wav,I feel shoulder pain at intervals of time.,2.857891,I feel shoulder pain at intervals of time.,0.0
1249120_44246595_95549576.wav,I have issue with my skin.,2.725809,i have issue with my skin,0.0
1249120_44246595_99457284.wav,"When I eat, I feel my stomach hurts.",2.926844,When i eat i feel my stomach hurts,0.0
1249120_44259428_100443017.wav,They are planning in my foot.,2.736959,there pain in my foot,0.6
1249120_44259428_100658896.wav,Oh! Help yourself if you are doing it!,9.472136,I have a dull ache in my head,1.0
1249120_44259428_102515958.wav,"When I worked along, I shared an injury from a sport in my knee.",3.225291,When I was young I had an injury from sports in my knee.,0.38461538461538464
1249120_44259428_103086666.wav,"I can't get hurt any, I hop up any, we'll make sure we're there.",3.782699,I can't carry anything I have a pain in my shoulder,1.0
1249120_44259428_105662498.wav,"I will play a masquerade just a minute, I have a break, thank you.",3.746385,"i was playing basketball yesterday, i have sprained ankle",1.2222222222222223
1249120_44259428_105786249.wav,I feel a good sensation in my shoulder muscles.,3.310455,I feel a burning sensation in my shoulder muscle.,0.2222222222222222
1249120_44259428_106881229.wav,"I want everything that now I get charred for you, I've been along on a similar way.",3.832423,I walk every day but now I get short of breath after going only a short way.,0.7058823529411765
1249120_44259428_107372342.wav,If you have done it,2.810705,i feel head ache,1.25
1249120_44259428_107932197.wav,I can't look at my neck.,2.885217,i can't rotate my neck,0.4
1249120_44259428_108477882.wav,"Many first of us will, that we face it in more than ice cream.",3.39684,My knees hurt so bad to walk that I stay sitting more than I should.,0.8666666666666667
1249120_44259428_108575544.wav,"My next build stiff,",6.698466,My neck feels stiff,0.5
1249120_44259428_108958575.wav,"I'm sitting in the car, so I'm going to take this high.",3.250188,I m feeling cold though the temperature is high,1.2222222222222223
1249120_44259428_16757387.wav,"If you disconfort, drop out the body in general.",3.044942,I feel discomfort throughout the body in general,0.625
1249120_44259428_17428469.wav,I should bury my neck where I climb this today.,2.93408,I feel pain in my knee when I climb the stairs.,0.6363636363636364
1249120_44259428_17570271.wav,"I travel by plane, I feel it's a bomb. And this time, you and me might ever make love and pay for.",8.871061,I travelled by plane a few days ago and this time during landing my ears remained clogged and painful.,0.7894736842105263
1249120_44259428_19250068.wav,"I'm not free with, I can't take my way.",2.999377,I'm not feeling good I can't take my breath,0.3333333333333333
1249120_44259428_19293556.wav,May be there's no take action after I won't be re-ing.,3.234386,My biceps started aching after I went to the gym,1.0
1249120_44259428_20551217.wav,I have the people who came home in my neck.,2.884414,i have difficulty moving my neck,1.0
1249120_44259428_25649773.wav,I can't move it.,2.649701,i cant breathe,0.6666666666666666
1249120_44259428_26033114.wav,"He soon enjoyed the absence of his secretary. Your story, I wish you the best of luck!",10.67352,His infected wound was beginning to rot.,2.2857142857142856
1249120_44259428_28102523.wav,I have a problem in my parents.,2.904746,I have an open wound in my arm,0.5
1249120_44259428_31222743.wav,"My run to field field and I try to make you sooner, but it's still pain.",3.274086,My body feels weak and I tried to make it relax but it stills pain me,0.625
1249120_44259428_32632229.wav,"I feel pain, they help, where I wake up.",2.911408,I feel pain in my heart when I wake up,0.4
1249120_44259428_34986999.wav,"I get crossed on the field along my face, that's all they're going away.",3.292689,I get clusters of pimples on my face that never go away.,0.75
1249120_44259428_34993210.wav,I feel very weak in my body.,2.789993,I feel very weak in my body,0.0
1249120_44259428_36852781.wav,I grab the more or less here and I just can't stop dwelling on how to get a bench on my ex-husband.,3.727719,I got a divorce last year and I just can't stop dwelling on how to get revenge on my ex husband.,0.47619047619047616
1249120_44259428_38940948.wav,"If you call, also we are insolent.",2.90567,I feel cold although we are in summer.,0.75
1249120_44259428_39681967.wav,için of how this has gone,13.032828,Chronic disease of hair follicles and sebaceous glands,0.875
1249120_44259428_45195927.wav,They have garbage in my toilet,8.393719,I have throbing in my shoulder,0.5
1249120_44259428_45992221.wav,I feel pain with the ocean.,2.882698,i feel pain in my stomach,0.5
1249120_44259428_46472982.wav,my safety cap badlyえる most are open user,12.90109,My face break out badly every month around my cycle.,0.9
1249120_44259428_46527054.wav,I have not played of my soul that will not heal.,3.243723,I have a split on my thumb that will not heal.,0.36363636363636365
1249120_44259428_49203869.wav,I feel the best when I do my hair funny now.,3.186057,I feel depressed when I see my hair falling out,0.5
1249120_44259428_50914735.wav,I feel like you're going at 10 now.,2.86418,I feel lightheaded when I stand up,0.8571428571428571
1249120_44259428_50949983.wav,"I hope on the internet brain, I can subscribe.",3.12122,I have an internal pain I cannot describe,0.875
1249120_44259428_51361064.wav,We don't have to read when they enter on the ground with restoration. Why?,3.532393,"It is hard to breath when I am in the underground metro station, why?",0.7142857142857143
1249120_44259428_52926868.wav,Anybody?,12.602372,heavy breath with fatigue,1.0
1249120_44259428_52976378.wav,My back hurts so much. I can't bend down to tell you my shoulders.,3.607355,My back hurts so much I can't bend down to tie my shoelaces.,0.23076923076923078
1249120_44259428_53172278.wav,I have a prohibition since I work this morning. What could be the reason?,3.662678,"I have a blurry vision since I woke up this morning, what could be the reason?",0.25
1249120_44259428_53848525.wav,"I can't move, I can't move up and down.",3.301171,I can't move my head up and down.,0.375
1249120_44259428_54047497.wav,I am happy to help the authorities because the better our efforts will see.,3.382269,I'm having a hard time reading because the letters are all fuzzy,1.0
1249120_44259428_54344716.wav,"I feel that he took emotional pain and as a result, with my prayer free.",3.736296,I feel a huge emotional pain after I broke up with my girlfriend.,0.6923076923076923
1249120_44259428_54532216.wav,If you have a lot of time on your hair.,3.099215,"i feel hurt, lot of pain in my heart",0.8888888888888888
1249120_44259428_55288440.wav,My chain language up simple and my thread,11.8957,My chest break out with red pimples and whiteheads.,0.8888888888888888
1249120_44259428_56194683.wav,Have a good night!,15.041182,I have a dry throat,0.6
1249120_44259428_56567581.wav,"I will pick you in the head, play it out of last night.",3.571546,I was kicked in the head playing soccer last night.,0.7
1249120_44259428_57761508.wav,"I can't increase, I forgot how it got.",3.209771,I can't sleep I have a hard cough,0.625
1249120_44259428_58709056.wav,"When I do have research, I feel great to see you main models.",3.351811,When I do hard exercises I feel great pain in my muscles.,0.5833333333333334
1249120_44259428_58867514.wav,"I took that last thing, but it influenced the saying is keep growing.",3.930107,I tried alot of cream but i still feel the same skin problem,0.8461538461538461
1249120_44259428_59884279.wav,I have a prohibition to replace an entraining in the problem. Why?,3.643175,"I have a blurry vision during my swimming training in the pool, why?",0.5384615384615384
1249120_44259428_61618701.wav,My head gets asses when I try to do that up.,3.423956,My head gets dizzy when I try to get up.,0.3
1249120_44259428_65420088.wav,I feel pain when I think of her.,3.210356,I feel pain when i think of her,0.0
1249120_44259428_67815432.wav,I've got this cup so to make.,3.204619,I've had this cough for two weeks.,0.7142857142857143
1249120_44259428_71308387.wav,"I am a person of an actor, an engineer or a society.",4.535145,"Annoyance starts suddenly, often after an injury or exercise.",1.1111111111111112
1249120_44259428_72249048.wav,"I break out on my face, not if you're crying.",3.663268,I break out on my face very frequently,0.5
1249120_44259428_72865674.wav,May I propose your next praise?,10.688798,My arm hurts when I stretch,1.0
1249120_44259428_75102963.wav,"I hope I have a couple of little goals. I love all, I live in a scene, I am easy to accept, it has been close up.",4.823136,I cut my hand a couple of days ago and although I didn't think I needed it stitches it hasn't closed up.,0.8636363636363636
1249120_44259428_75809403.wav,I have a good vision.,2.770029,I have blurred vision.,0.5
1249120_44259428_76204403.wav,"If you look at this hurling, we pray.",3.163842,I feel increased heart rate with prick,1.1428571428571428
1249120_44259428_77483299.wav,"I have a variation in good care, or when it's called Y.",3.841167,"I have a foot ache in winter, or when it feels cold, why?",0.6153846153846154
1249120_44259428_82428785.wav,Blast looking and warm my electric matty. The warmly so wide.,3.681689,glass broken and wound my leg badly the wound is so wide,0.5833333333333334
1249120_44259428_83019694.wav,I should be in the lower gap.,3.150631,I feel pain in the lower back,0.42857142857142855
1249120_44259428_84387587.wav,"I call it, and I get a call for a slap.",12.866566,my neck hurts me and i can't look down or up,0.9090909090909091
1249120_44259428_84461460.wav,"We are never at 10 o'clock, I feel this.",3.396947,Whenever I stand up I feel dizzy.,1.0
1249120_44259428_86445054.wav,my samahraq is released and he is selling and his cleanään he is *** and looks if he is alive sure,61.014948,My son had his lip pierced and it is swollen and the skin inside on his lip is grey and looks infected.,0.8181818181818182
1249120_44259428_87762932.wav,I have to admit for where my face.,3.217725,I have acne all over my face,0.5714285714285714
1249120_44259428_88280001.wav,"When we got this like, do this very long long long when I go home.",3.432121,My kneecap feels like it is grating bone on bone when I walk.,0.9230769230769231
1249120_44259428_89970708.wav,I hope you have a good day and my next.,3.622997,I have a sharp pain in my neck,0.75
1249120_44259428_90522474.wav,Economic presentations of the level of the rule of level of R29.,19.84765,Chronic bone disease at the level of the doubles of the lower Estremidades,0.6153846153846154
1249120_44259428_91754229.wav,"Oh, may her call me. I tend to be close and engaged.",3.653397,Oh my heart hurts me I tried to be calm and I can't,0.5384615384615384
1249120_44259428_92199033.wav,"I feel good, I tend to do it, I'm most sorry at all.",3.48367,I feel dizzy after doing a muscular effort.,1.375
1249120_44259428_95841310.wav,I could not emphasize because my pain.,3.012077,I could not exercise because of my knee pain,0.3333333333333333
1249120_44259428_96688403.wav,"I have the difficulty increasing, the increase of the crisis.",3.124809,I have difficulty in breathing in crowded places.,0.875
1249120_44259428_97884452.wav,I am Minister of Liaison the Majesty of the Agency,11.628966,"i am feeling so dizzy, body is so fragile.",0.8888888888888888
1249120_44263136_100870435.wav,The joins in my fingers are painful in the morning.,3.13629,The joints in my fingers are painful in the morning.,0.1
1249120_44263136_101522822.wav,I have a pain in my muscle.,2.973314,I have a pain in my muscle,0.0
1249120_44263136_101812019.wav,I feel hurt in my heart.,2.916388,I feel hurts in my heart,0.16666666666666666
1249120_44263136_103802215.wav,"My child has cough all night, she can sleep.",3.095903,"my child has cough all night, she can't sleep",0.1111111111111111
1249120_44263136_106227417.wav,heart aches so much,2.991968,heart aches so much,0.0
1249120_44263136_106766278.wav,I feel like I fell in hot water.,3.089524,I feel like l fell in hot water,0.125
1249120_44263136_106922287.wav,I have a back pain since I turned 70 years old.,3.291847,I have a back pain since I turned 70 years old.,0.0
1249120_44263136_107482610.wav,I feel like something is squeezing my lungs,3.188109,I feel like something is squeezing my lungs.,0.0
1249120_44263136_107507771.wav,My son had a rude kennel and the dentist accidentally cut the inside off his cheek and now he will not feel,4.448435,My son had a root canal and the dentist accidentally cut the inside of his cheek and now it will not heal.,0.22727272727272727
1249120_44263136_107636900.wav,I may have overdone it with the weight lifting because I am afraid I may have torn a muscle on my back.,4.095578,"I may have overdone it with the weightlifting, because I am afraid I may have torn a muscle on my back.",0.09523809523809523
1249120_44263136_108585886.wav,"I've always been very active, but now I just don't have to strength or energy to go or even a short walk.",4.776619,I've always been very active but now I just don't have the strength or energy to go for even a short walk.,0.09090909090909091
1249120_44263136_10880734.wav,I had internal pain and gases when I aged in GM's Pisifruit yesterday.,3.68051,I had internal pain and gases when I ate indian spicy food yesterday,0.3076923076923077
1249120_44263136_11828866.wav,There is a sharp pain in my bicep. I have to try to apply me really clean but it does not help,3.933662,There is a sharp pain in my bicep. I have tried to apply pain relief cream but it does not help.,0.23809523809523808
1249120_44263136_12662866.wav,I feel pain in the meat.,2.873006,I feel pain in the knee,0.16666666666666666
1249120_44263136_13172477.wav,Sometimes my body feels weak without breathing.,3.366253,Sometimes my body feels week without reason,0.2857142857142857
1249120_44263136_13332887.wav,My knee touches and hurts when I first stand up after seating.,3.646361,My knee catches and hurts when I first stand up after sitting.,0.16666666666666666
1249120_44263136_13651055.wav,My ankle joint throats when I put pressure on my foot.,3.313108,My ankle joint throbs when I put pressure on my foot.,0.09090909090909091
1249120_44263136_15762375.wav,"I always feel like half the menstrual pains, even if I don't have my period.",3.670257,I always feel like I have menstrual pains even if I don't have my period.,0.13333333333333333
1249120_44263136_18526428.wav,"In the hospital, I had a lot of acne.",3.3563,In highschool I had a lot of acne.,0.25
1249120_44263136_20870238.wav,"My body feels weak, although I take my bite on it as regularly.",3.701595,My body feels weak although I take my vitamins regularly.,0.4
1249120_44263136_22818184.wav,I have a red brush that is eaten almost in.,3.190542,I have a red rash that is itchy on my skin,0.45454545454545453
1249120_44263136_25998544.wav,I have pain like needles in my joints.,2.970206,i have pain like needles in my joints.,0.0
1249120_44263136_26194304.wav,My food has been aching since last Tuesday.,3.074994,My foot had been aching since last Tuesday.,0.25
1249120_44263136_27728779.wav,I have a hard brain in my stomach.,3.000385,i have a hard pain in my stomach,0.125
1249120_44263136_28094510.wav,I couldn't stop shaking or unclench my jaw. That's how cold I was.,3.585557,"I couldn't stop shaking or unclench my jaw, that's how cold I was.",0.0
1249120_44263136_30518887.wav,Long shoot using all burning line across the back of the hospitalatory movements.,3.354987,longitudinal burning line across back with hard respiratory movements,0.8888888888888888
1249120_44263136_31123906.wav,I get bit patches of irritated pimples on my back and they hurt.,3.330869,I get big patches of irritated pimples on my back and they hurt.,0.07692307692307693
1249120_44263136_31607750.wav,I feel aching on my inside.,3.032307,I feel aching on my insides.,0.16666666666666666
1249120_44263136_34327747.wav,My hair always falls out and I have lost a lot of hair.,3.474446,My hair always falls out and i have lost a lot of hair lately,0.07142857142857142
1249120_44263136_34906231.wav,I have severe dry cough.,2.947999,i have severe dry cough,0.0
1249120_44263136_36286570.wav,My bed has been sore since the accident.,3.195876,My neck has been sore since the accident.,0.125
1249120_44263136_36341086.wav,I feel cold when night comes.,2.967925,I feel cold when the night comes,0.14285714285714285
1249120_44263136_41431969.wav,I have a headache almost every day.,3.124129,I have a headache almost every day,0.0
1249120_44263136_42090113.wav,"There are times when it feels crushed, under a huge weight and no air happens to my lungs. It actually scares to inhale out of me when it happens.",4.553483,"There are times when I feel crushed under a huge weight and no air passing to my lungs, it actually scares the hell out of me when it happens.",0.1724137931034483
1249120_44263136_42546148.wav,I feel pain inside and I cannot identify it.,3.025646,I feel pain inside and I can not identify it,0.2
1249120_44263136_43213149.wav,But it would be wonderful to me like me.,11.047372,having difficulty moving my knee,1.8
1249120_44263136_44160087.wav,"I feel short, pain and stomach after eating.",2.991051,I feel a sharp pain in the stomach after eating,0.4
1249120_44263136_46878275.wav,"I'm left here in wool, I have problem with my ear.",3.272027,I'm not hearing well I have problem with my ear,0.4
1249120_44263136_47696189.wav,"The worst headache during the hangover in my 20s, I sincerely thought I was going to die of our brain formation.",4.054061,The worst headache was during a hangover in my twenties: I sincerely thought I was going to die from brain inflammation.,0.2857142857142857
1249120_44263136_49038863.wav,"I have a migraine and a two-edle, but it does not help.",3.410019,i have a migrain and i took panadol but it doesn√ït help,0.5
1249120_44263136_49448724.wav,Is there a cure for acne?,2.945035,Is there a cure for acne?,0.0
1249120_44263136_50406387.wav,I feel pain in me when walking.,3.080459,I feel pain in the knee when walking,0.25
1249120_44263136_51547342.wav,I feel emotionally crushed.,3.534263,I feel emotionally crushed,0.0
1249120_44263136_51762834.wav,My back hurts a lot when I've been.,3.328141,My back hurts a lot when I bend,0.25
1249120_44263136_52222173.wav,"Every time I make a effort, I felt dizzy.",3.158654,"Every time I make an effort, I felt dizzy.",0.1111111111111111
1249120_44263136_55671220.wav,I feel that is great painting my left shoulder.,3.111915,i feel that is great pain in my left shoulder,0.2
1249120_44263136_57609608.wav,My body aches on the inside between my hips and shoulders.,3.371861,My body aches on the inside between my hips and shoulders.,0.0
1249120_44263136_58592964.wav,My chest hurts when I go to take a breath.,3.233051,My chest hurts when I go to take a breath,0.0
1249120_44263136_58938609.wav,"When I drink a lot, I get a headache.",3.546903,"When I drink a lot, I get a headache",0.0
1249120_44263136_59289865.wav,"When I'm too high, I start to feel dizzy.",3.288462,When I'm too high I start to feel dizzy,0.0
1249120_44263136_63958069.wav,I feel paining my back.,2.997618,I feel a pain in my back,0.42857142857142855
1249120_44263136_64809479.wav,Mark lips purities so much!,9.055571,My foot is hurting so much.,0.6666666666666666
1249120_44263136_68968933.wav,I used a lot of paint killer to get better for us to look the same back pain.,3.825115,I used alot of pain killer to get better but i still feel the same back pain,0.4117647058823529
1249120_44263136_70702677.wav,I feel a great pain in my shoulder joint and it does not go away.,3.625951,I feel a great pain in my shoulder joint and it does not go away,0.0
1249120_44263136_71092044.wav,My body feels like it's an ever-for-drater.,3.235136,My body feels like it's in a refrigerator.,0.375
1249120_44263136_77095387.wav,Have severe cold and cold.,2.786372,Have severe cold and cough,0.2
1249120_44263136_78073786.wav,My knee is this wallowing which indicates that I have an infected wound.,3.556567,My kee is swallowing which indicates i have an infected wound,0.36363636363636365
1249120_44263136_78833554.wav,I feel sad.,2.951157,i feel sad,0.0
1249120_44263136_79226700.wav,"I'm very worried that I'll go bald soon, am I very sick?",3.533524,I'm very worried that I'll go bald soon. Am I very sick?,0.0
1249120_44263136_81225662.wav,I feel like I'm hardly breathable as I get what's in my lungs out.,4.316598,I feel like I can hardly breathe unless I get what's in my lungs out,0.26666666666666666
1249120_44263136_82613525.wav,I feel like I've always got something in my throat.,3.273773,I feel like I've always got something in my throat,0.0
1249120_44263136_82626452.wav,I have a problem in my middle ear of me on this section.,3.75128,i have a problem in my middle ear made by infection,0.45454545454545453
1249120_44263136_83669979.wav,I hardly have enough strength to get up.,3.147549,"I hardly have enough stength to get up,",0.125
1249120_44263136_85067361.wav,My throat is so sore.,2.987111,My throught is so sore.,0.2
1249120_44263136_86205654.wav,My body feels weak overall. I eat a lot. Why?,3.254459,"My body feels weak although I eat a lot, why?",0.1
1249120_44263136_87409253.wav,Steady lives are for the eye.,3.062092,Sterilizer for the eye,0.75
1249120_44263136_87455428.wav,My ankle is hurting me.,3.073948,my ankle is hurting me,0.0
1249120_44263136_88227448.wav,I cut my foot at the pool and he breaks open every day when I walk in it.,3.630526,I cut my foot at the pool and it breaks open every day when I walk on it.,0.1111111111111111
1249120_44263136_89141475.wav,My heart hurts while I'm sad. What?,3.108531,"My heart hurts while I'm sad, why?",0.14285714285714285
1249120_44263136_89689013.wav,"I can walk, I need her to me.",3.175259,"i can't walk, my knee hurts me",0.7142857142857143
1249120_44263136_92015834.wav,"When I wake up in the morning, I feel dizzy.",3.409396,when i wake up in the morning i feel dizzy,0.0
1249120_44263136_93647784.wav,Everything looks like being in a smoky area.,3.246876,Everything looks like beeing in a smoky area.,0.125
1249120_44263136_93996655.wav,I have found some interesting skin and tried to use cream but it doesn't get better.,3.738865,I have found some issues in my skin and tried to use cream but it doesn't get better,0.16666666666666666
1249120_44263136_94477614.wav,My shoulder aches when I try to lift five pounds.,3.353692,My shoulder aches when I try to lift five pounds.,0.0
1249120_44263136_95817458.wav,"I can't walk well, I have an aching my foot.",3.483345,I can't walk well I have an ache in my foot,0.18181818181818182
1249120_44273314_102521547.wav,The worst headache was during a hangover in my 20s. I've sincerely thought I was going to die from brain inflammation.,4.351055,The worst headache was during a hangover in my twenties: I sincerely thought I was going to die from brain inflammation.,0.09523809523809523
1249120_44273314_103514863.wav,"My body feels weak, although I take my vitamins regularly.",3.496335,My body feels weak although I take my vitamins regularly.,0.0
1249120_44273314_104690533.wav,My body feels like it's in a refrigerator.,3.271932,My body feels like it's in a refrigerator.,0.0
1249120_44273314_106435928.wav,I've tried reading books but nothing can cheer me up.,3.287762,"I've tried reading books, but nothing can cheer me up.",0.0
1249120_44273314_106442057.wav,sterilizer for the eye.,2.894134,Sterilizer for the eye,0.0
1249120_44273314_107500628.wav,"I can't walk, my knee hurts me.",3.340408,"i can't walk, my knee hurts me",0.0
1249120_44273314_109807607.wav,I feel that I can hardly breathe unless I get what's in my lungs out.,3.560087,I feel like I can hardly breathe unless I get what's in my lungs out,0.06666666666666667
1249120_44273314_13390025.wav,I feel pain inside and I cannot identify it.,3.063554,I feel pain inside and I can not identify it,0.2
1249120_44273314_16049788.wav,My chest hurts when I go to take a breath.,3.042904,My chest hurts when I go to take a breath,0.0
1249120_44273314_16303816.wav,"I have a problem in my middle ear, made by infection.",3.333791,i have a problem in my middle ear made by infection,0.0
1249120_44273314_17246181.wav,My throat is so sore,2.768609,My throught is so sore.,0.2
1249120_44273314_18787091.wav,I have a back pain since I turned 17 years old.,3.25148,I have a back pain since I turned 70 years old.,0.09090909090909091
1249120_44273314_21492329.wav,I have a pain in my muscle.,3.132842,I have a pain in my muscle,0.0
1249120_44273314_21942140.wav,"When I drink a lot, I get a headache.",3.13942,"When I drink a lot, I get a headache",0.0
1249120_44273314_24711015.wav,"My heart hurts while I'm set, why?",3.218391,"My heart hurts while I'm sad, why?",0.14285714285714285
1249120_44273314_25005396.wav,Everything looks like being in a smoky area.,3.103294,Everything looks like beeing in a smoky area.,0.125
1249120_44273314_26783687.wav,My knee catches and hurts when I first stand up after sitting.,3.604068,My knee catches and hurts when I first stand up after sitting.,0.0
1249120_44273314_28827187.wav,"My child has cuff all night, she can't sleep.",3.319751,"my child has cough all night, she can't sleep",0.1111111111111111
1249120_44273314_30937230.wav,I think pain in the knee when walking.,2.955274,I feel pain in the knee when walking,0.125
1249120_44273314_31089974.wav,I feel cold when the night comes.,2.987324,I feel cold when the night comes,0.0
1249120_44273314_31545094.wav,The joints in my fingers are painful in the morning.,3.229781,The joints in my fingers are painful in the morning.,0.0
1249120_44273314_32293213.wav,I feel that something is squeezing my lungs.,3.137705,I feel like something is squeezing my lungs.,0.125
1249120_44273314_35569629.wav,I'll have a red rash that is itchy on my skin.,3.146706,I have a red rash that is itchy on my skin,0.09090909090909091
1249120_44273314_38073414.wav,I feel like I fell in hot water.,3.00866,I feel like l fell in hot water,0.125
1249120_44273314_38687390.wav,"When I'm too high, I start to feel dizzy.",3.444324,When I'm too high I start to feel dizzy,0.0
1249120_44273314_40698632.wav,I feel a great amount of pressure on the sides of my neck.,3.317194,I feel a great amount of pressure on the sides of my neck,0.0
1249120_44273314_45479897.wav,I feel hurt in my heart.,3.123405,I feel hurts in my heart,0.16666666666666666
1249120_44273314_45748543.wav,My joints feel swollen.,2.810075,My joints feel swollen,0.0
