file_name,edge_transcript,time_taken_seconds,original_transcript,wer_edge
1249120_44273314_47534753.wav,I cut my foot at the pool and it breaks open every day when I walk to it.,3.684966,I cut my foot at the pool and it breaks open every day when I walk on it.,0.05555555555555555
1249120_44273314_47748885.wav,My body feels weak although I eat a lot. Why?,3.269728,"My body feels weak although I eat a lot, why?",0.0
1249120_44273314_52748628.wav,I feel aching on my insights.,3.050924,I feel aching on my insides.,0.16666666666666666
1249120_44273314_54417923.wav,I'm very worried that I'll go bald soon. Am I very sick?,3.338297,I'm very worried that I'll go bald soon. Am I very sick?,0.0
1249120_44273314_56365443.wav,I have a rash on my skin.,3.018762,I have a rash on my skin,0.0
1249120_44273314_57161236.wav,"I've gone to walk well, I haven't ate in my foot.",3.578126,I can't walk well I have an ache in my foot,0.5454545454545454
1249120_44273314_59068162.wav,I have been like needles in my joints.,3.139413,i have pain like needles in my joints.,0.125
1249120_44273314_67775131.wav,My back hurts a lot when I bend.,3.059231,My back hurts a lot when I bend,0.0
1249120_44273314_68456497.wav,I feel sad.,2.795524,i feel sad,0.0
1249120_44273314_69108455.wav,Have severe colonoscopy.,2.919921,Have severe cold and cough,0.6
1249120_44273314_69242491.wav,My body aches on the inside between my hips and shoulders.,3.308724,My body aches on the inside between my hips and shoulders.,0.0
1249120_44273314_69418683.wav,I feel like I've always got something in my throat.,3.162067,I feel like I've always got something in my throat,0.0
1249120_44273314_70276723.wav,I may have overdone it with the weightlifting because I am afraid I may have torn a muscle on my back.,3.794278,"I may have overdone it with the weightlifting, because I am afraid I may have torn a muscle on my back.",0.0
1249120_44273314_70741506.wav,I'm not just a lot more here coming up than usual when I brush my hair.,3.51628,I notice a lot more hair coming out than usual when I brush my hair,0.3333333333333333
1249120_44273314_71015022.wav,My ankle joint ropes when I put pressure on my foot.,3.12686,My ankle joint throbs when I put pressure on my foot.,0.09090909090909091
1249120_44273314_71205285.wav,"I'm not hearing well, I have problems with my ear.",3.405457,I'm not hearing well I have problem with my ear,0.1
1249120_44273314_72971747.wav,I feel emotionally crushed.,2.949508,I feel emotionally crushed,0.0
1249120_44273314_73290676.wav,My hair always falls out and I've lost a lot of hair lately.,3.31894,My hair always falls out and i have lost a lot of hair lately,0.14285714285714285
1249120_44273314_75699317.wav,I have severe dry cough,2.814228,i have severe dry cough,0.0
1249120_44273314_76070691.wav,"I have my green and I took planner note, but it doesn't help.",3.458714,i have a migrain and i took panadol but it doesn√ït help,0.4166666666666667
1249120_44273314_76615195.wav,My shoulder aches when I try to leave five pounds.,3.101309,My shoulder aches when I try to lift five pounds.,0.1
1249120_44273314_77840631.wav,I wish this excruciating feeling of loss could go away.,3.337233,I wish this excruciating feeling of loss could go away.,0.0
1249120_44273314_84076771.wav,Having difficulty moving my knee.,2.860479,having difficulty moving my knee,0.0
1249120_44273314_84611968.wav,My Nick has been sore since the accident.,3.030036,My neck has been sore since the accident.,0.125
1249120_44273314_87229465.wav,I feel a sharp pain in the stomach after eating.,3.13952,I feel a sharp pain in the stomach after eating,0.0
1249120_44273314_91569607.wav,"There's a sharp pin in my bicep. I have tried to apply pre-in relief cream, but it does not help.",4.05514,There is a sharp pain in my bicep. I have tried to apply pain relief cream but it does not help.,0.19047619047619047
1249120_44273314_93618448.wav,I have a hot pain in my stomach.,3.146017,i have a hard pain in my stomach,0.125
1249120_44273314_94623228.wav,"When I wake up in the morning, I feel dizzy.",3.176755,when i wake up in the morning i feel dizzy,0.0
1249120_44273314_95639193.wav,I hit the ground when trying to shoot a basket board.,3.223316,i hit the ground when trying to shoot a basketball,0.2
1249120_44273314_96055783.wav,My hair is so heavy I can't think normally.,3.134228,My head is so heavy can't think normally,0.25
1249120_44273314_96091387.wav,I feel that there is great pain in my left shoulder.,3.459533,i feel that is great pain in my left shoulder,0.1
1249120_44273314_97771287.wav,My foot has been 18 since last Tuesday.,3.120566,My foot had been aching since last Tuesday.,0.25
1249120_44273314_98448714.wav,"I feel sad, like hurt or pain.",3.046566,I feel sad like hurt or pain,0.0
1249120_44292353_107326859.wav,"I feel dizzy when I step in front of my laptop for an hour or two, what possibly could be the reason.",3.997597,"I feel dizzy when I set in-front of my laptop for an hour or two, what possibly could be the reason?",0.14285714285714285
1249120_44292353_18156280.wav,I am having running doors.,2.891238,I am having running nose,0.2
1249120_44292353_23165570.wav,I feel my heart hurts when I ran for a long distance.,3.223662,I felt my heart hurts when I ran for along distance,0.2727272727272727
1249120_44292353_25313684.wav,Sometimes I feel like a claw on my chest that leaves me breathless.,3.306208,Sometimes I feel like a claw on my chest that leaves me breathless.,0.0
1249120_44292353_25851801.wav,"When I stand up too quickly, I start to feel dizzy and light head.",3.388232,When I stand up too quickly I start to feel dizzy and light-headed,0.15384615384615385
1249120_44292353_31900996.wav,I have mental suffering.,2.754168,I have a mental suffering,0.2
1249120_44292353_38765156.wav,I started taking swimming lessons and I guess I swallowing too much water through my nose because this sinusitis is killing me now,3.825097,"I started taking swimming lessons and I guess I swallowed too much water through my nose, because this sinusitis is killing me now.",0.043478260869565216
1249120_44292353_40076348.wav,"Sometimes when it's cold outside my face hurts, especially around the pimples that are ready to pop.",3.956029,"Sometimes when it is cold outside, my face hurts, especially around the pimples that are ready to pop.",0.1111111111111111
1249120_44292353_47569087.wav,I feel I went to an acupuncture as practice and had a hundred needles in my shoulder.,3.806291,I feel like I went to an acupuncture's practice and had 100 needles in my shoulder,0.3125
1249120_44292353_53318642.wav,My shower drain is full of hair every time.,3.216774,My shower drain is full of hair every time.,0.0
1249120_44292353_53478447.wav,I have a painful cramp in my feet.,3.18969,I have a painful cramp in my feet,0.0
1249120_44292353_62335378.wav,I have eruptions on my face that come and go.,3.296148,I have eruptions on my face that come and go .,0.0
1249120_44292353_67132028.wav,I feel weak all over.,2.901379,I feel weak all over.,0.0
1249120_44292353_69566092.wav,"I love to garden, but I get a terrible twinge in my lower back when I lean over.",3.846473,I love to garden but I get a terrible twinge in my lower back when I lean over.,0.0
1249120_44292353_70288448.wav,"When I raise my hand, I feel pain in my shoulder.",3.397521,when i raise my hand i feel pain in my shoulder.,0.0
1249120_44292353_71029438.wav,"My neck is annoying me, I can't sleep because of it.",3.394972,My neck is annoying me I can't sleep bacause of it,0.09090909090909091
1249120_44292353_79362392.wav,I feel very hard to breathe.,2.92971,I feel very hard to breathe,0.0
1249120_44292353_83240359.wav,I was watching TV and suddenly have blurry vision.,3.141372,i was watching tv and suddenly have blurry vision,0.0
1249120_44292353_95216909.wav,I got injured exercising.,2.871581,I got injured exercising,0.0
1249120_44292353_95558066.wav,I have a great stomach ache and I can't eat anything.,3.302096,I have a great stomach ache and i can't eat any thing,0.16666666666666666
1249120_44294866_102078306.wav,I should have been in my knee cup after working out.,3.218038,I have shooting pain in my kneecap after working out.,0.5
1249120_44294866_102554677.wav,I have written in my face and other problems you made them like itching.,3.498661,I have acne in my face and other problema in my derma like itching,0.35714285714285715
1249120_44294866_102664880.wav,I often get sharpening in my chest and it can tell what I'm doing that might be triggered.,3.93442,I often get a sharp pain in my chest and I can't tell what I'm doing that might be triggering it.,0.3333333333333333
1249120_44294866_103485284.wav,My daughter had her A's Brown 3D and it followed an opponent of skiing in one of her Browns that is enough to sleep and is.,5.132836,My daughter had her eyebrows threaded and it pulled an opening of skin in one of her brows that is now puffy and oozing.,0.4583333333333333
1249120_44294866_103743912.wav,"Yes, and they have a shoulder pain.",3.122271,Yesterday I had a shouder pain,0.8333333333333334
1249120_44294866_103812071.wav,I have a break when I go to the pool.,3.262573,I have a ear ache when I go to the pool,0.18181818181818182
1249120_44294866_104237668.wav,I have the pain in my head.,3.115578,I have a pain in my head,0.14285714285714285
1249120_44294866_104430582.wav,a half of Drawing in my joys,9.065122,I have a throbbing in my joints,0.7142857142857143
1249120_44294866_104890103.wav,I have a hair at the Moscow Bay since I went to the gym.,3.758947,I have a hard muscle pain since i went to the gym,0.4166666666666667
1249120_44294866_105332708.wav,I don't have full range of motion with my arms.,3.411305,I don't have full range of motion with my arms,0.0
1249120_44294866_106050928.wav,"A word that comes out with pneumonia, again breathe easily.",3.406353,"i was diagnosed with pneumonia, i can't breath easily.",0.8888888888888888
1249120_44294866_107429604.wav,"Every time I come, my hair, there are so many hair in my calm.",3.68829,Every time I comb my hair there are so many hair in my comb.,0.14285714285714285
1249120_44294866_13068476.wav,The area around my herd doesn't feel good.,3.281162,The area around my heart doesn't feel good.,0.125
1249120_44294866_14283535.wav,I have started staying as we were in relation to that I guess I was willing to wash water in the front of my nose because this inner side is killing me now.,5.021538,"I started taking swimming lessons and I guess I swallowed too much water through my nose, because this sinusitis is killing me now.",0.8260869565217391
1249120_44294866_15891095.wav,I have shorter pain when I try to carry my groceries.,3.427525,I have shoulder pain when I try to carry my groceries.,0.09090909090909091
1249120_44294866_16718315.wav,I get a knee pain when it walk a lot.,3.351346,I get a knee pain when I walk a lot,0.1
1249120_44294866_18570665.wav,"I have a room, so I'm on my face, that comment go.",3.676629,I have eruptions on my face that come and go .,0.6
1249120_44294866_19000724.wav,"When I stand up too quickly, I start to feel dizzy and right ahead.",3.535388,When I stand up too quickly I start to feel dizzy and light-headed,0.15384615384615385
1249120_44294866_20041027.wav,I am disappointed.,2.946746,i'm disappointed,1.0
1249120_44294866_21761084.wav,I got up and went ahead to eat it.,3.115348,I got acne when I ate chili,1.0
1249120_44294866_23003547.wav,I feel weak all over.,2.958888,I feel weak all over.,0.0
1249120_44294866_29194304.wav,I use what you have about a cup when you get food.,3.210108,I usually have a bad cough when I get flu.,0.8
1249120_44294866_29285051.wav,I am having a really close,3.009673,I am having running nose,0.6
1249120_44294866_30296550.wav,"Decorations and sensation on my heart, leave me radios.",3.377761,The crushing sensation on my heart leaves me breathless.,0.4444444444444444
1249120_44294866_30450066.wav,I have been being when I sit in front of my laptop.,3.444904,I have a neck pain when I sit in-front of my laptop.,0.4166666666666667
1249120_44294866_37364395.wav,Super pain in the upper left side of chest and may have pain to back.,3.540455,severe pain in the upper left side of chest and may have pain to back,0.06666666666666667
1249120_44294866_38949666.wav,file it's Chronicle is quiet like no,21.737791,fell skull is cracked like nuts,0.8333333333333334
1249120_44294866_39510206.wav,"I love to gather, I get a terrible change in my lower back when I alien over.",4.022926,I love to garden but I get a terrible twinge in my lower back when I lean over.,0.2222222222222222
1249120_44294866_43326442.wav,I have a pain in my elbow joint.,3.084866,i have a pain in my elbow joint,0.0
1249120_44294866_49687487.wav,I had an accident and my wound was open when I arrived to hospital.,3.320522,I had an accident and my wound was open when I arrived to hospital,0.0
1249120_44294866_52206190.wav,My shoulder has a great pain.,2.945721,My shoulder has agreat pain,0.4
1249120_44294866_52332577.wav,I don't do anything at home and still I feel exhausted.,3.448036,I don't do anything at home and still I feel exhausted.,0.0
1249120_44294866_52604131.wav,stiffness in ability to look right or left except by moving the whole body.,3.535225,stiffness inability to look right or left except by moving the whole body,0.15384615384615385
1249120_44294866_53414183.wav,"I'm not good, I'm feeling so cold.",3.19,I'm not good i'm feeling so cold,0.0
1249120_44294866_53713877.wav,I've been very hard to pray.,3.076358,I feel very hard to breathe,0.5
1249120_44294866_56914981.wav,My lower back hurt that it improves if I stretch it.,3.159999,My lower back hurts but it improves if I stretch it,0.18181818181818182
1249120_44294866_57205296.wav,I feel a burning sensation in my kids about two hours after age meal.,3.447962,I feel a burning sensation in my guts about 2 hours after each meal.,0.21428571428571427
1249120_44294866_58377113.wav,"Sometimes, when it is called outside, my face hurts, especially around the pimples that are ready to go.",3.716251,"Sometimes when it is cold outside, my face hurts, especially around the pimples that are ready to pop.",0.1111111111111111
1249120_44294866_60643161.wav,They can't stand up or sit down. I have a pain in my back and that's a nice pain.,3.894503,I can't stand up or sit down I have a pain in my back that annoys me,0.35294117647058826
1249120_44294866_61770999.wav,"When I move on my shoulder, being shoot down my arms.",3.314089,"When I move on my shoulder, pain shoots down my arm",0.2727272727272727
1249120_44294866_61858983.wav,I got injury exercise.,9.125288,I got injured exercising,0.5
1249120_44294866_63476113.wav,I was watching to be an excellently half-burder beach.,3.397893,i was watching tv and suddenly have blurry vision,0.6666666666666666
1249120_44294866_63568111.wav,I feel afraid pain in my shoulder when I try to lift something heavy.,3.461923,I feel a great pain in my shoulder when i try to lift something heavy,0.13333333333333333
1249120_44294866_63987415.wav,"When I rise my head, I feel pain in my shoulder.",3.315533,when i raise my hand i feel pain in my shoulder.,0.18181818181818182
1249120_44294866_64368433.wav,I was troubled in my ship and I feel dizzy.,3.260087,i was travelling by ship and i feel dizzy.,0.3333333333333333
1249120_44294866_67568437.wav,my hair isn't too old,3.77158,my hair isn't well,0.5
1249120_44294866_68130365.wav,"They have a big, big, big, big, big, big, big, big, big, big.",4.475776,I have a pain in my stomach,1.5714285714285714
1249120_44294866_69316456.wav,My hair is falling out after I take a shower.,3.379634,My hair is falling out after I take a shower.,0.0
1249120_44294866_72495478.wav,My head hurts when I'm doing this.,3.566238,My head hurts when I'm doing this.,0.0
1249120_44294866_73599319.wav,"When I first my eyes to be you, I have very busy.",3.516545,When I force my eyes to view I have blurry vision.,0.45454545454545453
1249120_44294866_74679338.wav,They have a really stomach ache and they can get into anything.,3.487454,I have a great stomach ache and i can't eat any thing,0.5833333333333334
1249120_44294866_76461050.wav,"My neck is annoying me, I can't sleep because of it.",3.501034,My neck is annoying me I can't sleep bacause of it,0.09090909090909091
1249120_44294866_77416341.wav,"If there were names he is done of my house, he's broken out of fields of coal.",3.783518,The warming system of my house is broken and  feel so cold,1.0833333333333333
1249120_44294866_78490603.wav,My nose is congested all the time and there is this glowy secretion in my throat that make it impossible for me to sleep. I often have to not sit down.,5.014106,My nose is congested all the time and there's this gluey secretion in my throat that makes it impossible for me to sleep. I often have to nap sitting down.,0.2
1249120_44294866_80026823.wav,I felt my heart hurt when I ran for a long distance.,3.741527,I felt my heart hurts when I ran for along distance,0.2727272727272727
1249120_44294866_86233279.wav,"I have a very vision and I can't see any darkness, what is the reason to do?",4.062885,"I have a blurry vision and i can't see in the darkness , what is the reason doctor ?",0.29411764705882354
1249120_44294866_89734541.wav,My entire body is freezing.,3.072922,My entire body is freezing.,0.0
1249120_44294866_90790242.wav,It's at the front and center of God.,3.644805,itch at front and center of scalp,0.42857142857142855
1249120_44294866_90929031.wav,It is like a hot and neat lip position throughout my eye.,3.376304,It is like I have a needle pushing through my heart.,0.7272727272727273
1249120_44294866_92792208.wav,"When I stand up too quickly, I start to feel dizzy and light-shadowed.",3.655568,When I stand up too quickly I start to feel dizzy and light-headed,0.07692307692307693
1249120_44294866_94282612.wav,I have to pain my heart.,2.983652,I have terrible pain in my heart,0.2857142857142857
1249120_44294866_94374240.wav,I feel something hurt me in taking bread and I can't take my bread.,3.84957,I feel something hurt me in taking breath and I cant take my breath,0.14285714285714285
1249120_44294866_96337692.wav,"When he bent over, I get the shooting banged on my back.",3.984728,When I bend over I get a shooting pain down my back,0.4166666666666667
1249120_44294866_98831261.wav,I feel dizzy when I said in front of my laptop for an hour or two what possibly could be the reason.,4.541192,"I feel dizzy when I set in-front of my laptop for an hour or two, what possibly could be the reason?",0.14285714285714285
1249120_44294866_99659302.wav,I feel as earnest in my needs when I walk.,3.549192,I feel a soreness in my knees when I walk,0.3
1249120_44323331_10095808.wav,There he just hopped in my Bikap.,3.338027,There is a sharp pain in my bicep,0.625
1249120_44323331_109641805.wav,As I said in the year,9.785061,Severe pain in the ear,0.8
1249120_44323331_12481133.wav,"I cut my head a couple of weeks ago and even through, I keep using an electricity, it's not getting better.",4.274094,I cut my hand a couple of weeks ago and even though I keep using an antibiotic cream it's not getting better.,0.18181818181818182
1249120_44323331_13821399.wav,There he just happened in my clip.,3.252006,There is a sharp pain in my calve.,0.625
1249120_44323331_14650475.wav,I can hardly breathy.,3.499015,i can hardly breathe,0.25
1249120_44323331_15039513.wav,I get I jump in when I try to bend my leg or my arm.,3.551414,I get i joint pain when i try to bend my leg or my arm,0.13333333333333333
1249120_44323331_15655234.wav,But I remember here I feel down.,4.627436,When I remember her I feel down,0.2857142857142857
1249120_44323331_16235297.wav,"What, I play football, I have joint date.",4.286958,When I play football I have joint pain.,0.25
1249120_44323331_16590901.wav,I feel server reaching in the skin with readiness.,3.553146,I feel severe itching in the skin with redness,0.3333333333333333
1249120_44323331_17693815.wav,"I cannot bark, because, oh, oh, oh, oh, oh.",4.043564,i can't breath because of  Cough,1.1666666666666667
1249120_44323331_18782425.wav,My son got a tattoo several weeks ago and the skin around each recite and hot and it looks invested.,4.34907,My son got a tattoo several weeks ago and the skin around it is raised and hot and it looks infected.,0.19047619047619047
1249120_44323331_20802934.wav,I cannot bear this squishing sensation I have in my chest.,4.279168,I cannot bear this squeezing sensation I have in my chest.,0.09090909090909091
1249120_44323331_22225771.wav,I have it started in my yard.,3.54333,I have a sharp pain in my ear,0.5
1249120_44323331_22949427.wav,I feel pain in my joint after and in your in the last full match I played.,4.707741,I feel pain in my joint after an injury in the last football match I played.,0.25
1249120_44323331_23606264.wav,I too played over will jumping to catch the ball.,3.682434,I toppled over while jumping to catch the ball.,0.3333333333333333
1249120_44323331_23843315.wav,"My son, nice kid, has neck, with an old roger, and that sport has become inflamed and looks like it is, it is, it is, it is.",6.187679,My son nicked his neck with an old razor and that spot has become inflamed and looks like it is infected.,0.5238095238095238
1249120_44323331_24461872.wav,I cannot stop going.,3.396811,I can`t stop coughing.,0.5
1249120_44323331_24602215.wav,"There is pain in my head, I can not be our pain.",3.870565,There is pain in my joints. I can not bear pain,0.2727272727272727
1249120_44323331_25847807.wav,My right shoulder clicks when I move my arm.,3.53653,My right shoulder clicks when I move my arm.,0.0
1249120_44323331_25968681.wav,I have silver sold Artist.,10.202107,I have severe shoulder pain,0.6
1249120_44323331_26313266.wav,"I am over it, how cold, internet, I am, I am allergic, simmering, even out in the sun.",4.845051,"I am worried how cold intolerant I am, I am always shivering, even out in the sun.",0.29411764705882354
1249120_44323331_26386155.wav,My head is spinning when I get up.,3.662617,My head is spinning when I get up.,0.0
1249120_44323331_26408664.wav,The old age still open.,3.318545,The wound is still open,0.4
1249120_44323331_27898617.wav,"I feel dizzy, wherever I stand up.",3.849327,I feel dizzy whenever I stand up.,0.14285714285714285
1249120_44323331_28822792.wav,"All of a Sudan, I feel dizzy when I stood up.",3.61426,All of a sudden I felt dizzy when I stood up.,0.18181818181818182
1249120_44323331_30817447.wav,Read these questions like this. Let's go back. Read in the minute so that I can read. Read classes.,13.975877,red flushes accompanied with itchy,3.8
1249120_44323331_33624071.wav,My body feels awake after my past day in the Z Y.,4.109445,"My body feels weak after my first day in the gym, why?",0.3333333333333333
1249120_44323331_34357709.wav,My old opened up again.,3.188099,My wound opened up again,0.2
1249120_44323331_35285585.wav,I feel a great amount of concern of my head.,3.357379,I feel a great amount of pressure of my head.,0.1
1249120_44323331_38538892.wav,I had a socked in my dog walk.,3.27589,I had a sharp pain in my stomach,0.5
1249120_44323331_42291661.wav,I have a straw filled up it.,10.965828,i have a strong shoulder pain,0.6666666666666666
1249120_44323331_45513911.wav,"I stop it, sports, because I get injury, for sports.",3.819453,I stopped sports because I get Injury from sports,0.3333333333333333
1249120_44323331_47564425.wav,Sanji Kill overseed pig Bird Painful and hot- drove the touch,21.954374,"surgical wounds red, firing pus, painful and hot to the touch",0.5454545454545454
1249120_44323331_51610812.wav,. Denmark,12.007237,Pain in the large neck,1.0
1249120_44323331_53313006.wav,"Broke my ankle, wheel doki, rock, play big in the carpeting.",4.103429,I broke my ankle while doing rock climbing in the Carpathians.,0.5454545454545454
1249120_44323331_54400222.wav,"standing loose, then 5 minutes and my back start to edge.",3.869724,standing less than five minutes and my back start to ache,0.36363636363636365
1249120_44323331_55722581.wav,"When I wake up in the morning, I feel a sorry for my body.",4.713633,When I wake up in the morning I feel a soreness in my body,0.14285714285714285
1249120_44323331_59191528.wav,"I get an air at a, when it is pulled.",4.498494,I get an ear ache when it is cold,0.4444444444444444
1249120_44323331_59510879.wav,"Start paid and, may be EVERYBWeshing!",11.856912,Sharp pain and heavy breathing,1.0
1249120_44323331_61837950.wav,I have been feeling very sad lately.,3.478188,I've been feeling very sad lately,0.3333333333333333
1249120_44323331_63059317.wav,My back huts me a lot.,3.745817,my back hurts me a lot,0.16666666666666666
1249120_44323331_63258394.wav,I have not support on my skin.,3.550731,I have dark spots on my skin,0.2857142857142857
1249120_44323331_63393498.wav,"I have a great pain in my food, like drink pain with relaxing my pain, relief.",3.927274,i have a great pain in my foot like thrombing pain with relaxing my pain releif,0.1875
1249120_44323331_63502960.wav,"It is like they are against and needless, sticking in my judge.",3.772901,Feels like there are pins and needles sticking in my joints,0.5454545454545454
1249120_44323331_66888889.wav,My drugs as a video are eating cold,14.289724,My joints ache whenever it is cold,0.8571428571428571
1249120_44323331_70756728.wav,"It's tender as a kidney toss, but put it a pain each, throat, being, and undevilled.",4.334231,"It started as a tinnitus, but today the pain is throbbing and unbearable.",0.8461538461538461
1249120_44323331_72563945.wav,I feel deep tingling when I touch Sna followed by bad sensation.,4.782383,I feel deep Tingling when I touch Acne followed by bad sensation,0.08333333333333333
1249120_44323331_75046615.wav,"I have a problem in my back, I cannot stand it.",4.972705,i have a problem in my back i cannot extend it,0.09090909090909091
1249120_44323331_77964928.wav,"I never had any SNA problem, even till my last pregnancy, when all of a student, my back got cured in juts",32.449304,"I never had any acne problem until my last pregnancy, when all of a sudden my back got covered in zits.",0.2857142857142857
1249120_44323331_79182023.wav,"Every time I talk a deep breath, I start moving.",5.212557,Every time I take a deep breath I start coughing,0.2
1249120_44323331_81285987.wav,"I feel strong pain in my knee, after it was it during the football match.",4.08397,I feel strong pain in my knee after it was hit during the football match.,0.06666666666666667
1249120_44323331_81893062.wav,I feel pain in my ears with tinnitus.,3.973553,I feel pain in my ears with tinnitus,0.0
1249120_44323331_82659146.wav,When I walk it's hard to breathe.,3.674353,When I walk it's hard to breath.,0.14285714285714285
1249120_44323331_84030889.wav,I feel great then in the head.,3.48875,I feel great pain in the head,0.14285714285714285
1249120_44323331_84928769.wav,I have been in my stomach.,3.834129,I have pain in my stomach,0.16666666666666666
1249120_44323331_86516132.wav,Most of the questions will be correct.,11.338483,There is an injured person,1.4
1249120_44323331_88012031.wav,"It hurts when I easy, my arm up.",3.546377,It hurts when I raise my arm up,0.125
1249120_44323331_89173398.wav,I have an id decert.,14.716331,I have an indigestion,0.5
1249120_44323331_89529293.wav,My hair is really out in Hog Amount.,3.774803,My hair is falling out in huge amount,0.25
1249120_44323331_94962408.wav,I feel pain in my throat.,3.731165,I feel pain in my throat,0.0
1249120_44323331_95219530.wav,I feel pain in my knee.,3.803003,i feel pain in my knee,0.0
1249120_44323331_95281494.wav,I hotse when I did my arm.,3.624349,It hurts when I bent my arm,0.42857142857142855
1249120_44323331_95484507.wav,"I'm sorry, I had you, love. That's me.",8.590143,My son has a lot of acne.,1.1428571428571428
1249120_44323331_95561004.wav,"Go and I go to sleep, I am feeling cold.",6.865454,When I go to sleep I am feeling cold,0.2222222222222222
1249120_44323331_95860925.wav,I made lots and lots of analysis to know the main reason for my stock H.,4.269194,I made lots and lots of analysis to know the main reason for my stomach ache,0.125
1249120_44387284_64093494.wav,"Here I am, I am going to do a lot of things, but I don't know what I'm going to do, but I don't know what I'm going to do, but I don't know what I'm going to do.",6.965525,"i was injured during football match, i was diagnosed with Cruciate ligament",3.0833333333333335
1249120_44415714_12774994.wav,I think this card....,11.032463,I read a book for along time and when I finished reading I feel head ache,0.9375
1249120_44442354_25790660.wav,I have a hair short.,3.7334,I have a hair shortage,0.2
1249120_44442354_52494335.wav,I can hate I'm covering the cup of my anger.,4.092952,I can't get a girlfriend because of my acne.,0.7777777777777778
1249120_44442354_57228239.wav,My skin needs to change.,3.550516,My skin is itching.,0.75
1249120_44442354_96518720.wav,I failed my nails in my elbows and so on.,4.002339,I fell a stiffness in my elbows and shoulders,0.5555555555555556
1249120_44442354_97149231.wav,I'm suffering from shark called a company being fed.,3.914712,I'm suffering from sharp cough Accompanied by  phlegm,0.75
